"Date and Time Run 1","Time (s) Run 1","X Magnetic Field Strength (G) Run 1","Y Magnetic Field Strength (G) Run 1","Z Magnetic Field Strength (G) Run 1","|Resultant| Magnetic Field Strength (G) Run 1","Date and Time Run 2","Time (s) Run 2","X Magnetic Field Strength (G) Run 2","Y Magnetic Field Strength (G) Run 2","Z Magnetic Field Strength (G) Run 2","|Resultant| Magnetic Field Strength (G) Run 2","Date and Time Run 3","Time (s) Run 3","X Magnetic Field Strength (G) Run 3","Y Magnetic Field Strength (G) Run 3","Z Magnetic Field Strength (G) Run 3","|Resultant| Magnetic Field Strength (G) Run 3"
03/10/2025 03:59:06 pm,217.300,-0.0870,-0.297,-0.0615,0.316,,,,,,,03/10/2025 04:42:49 pm,217.300,-0.110,-0.356,0.0315,0.373
03/10/2025 03:59:06 pm,217.400,-0.0885,-0.296,-0.0600,0.314,,,,,,,03/10/2025 04:42:49 pm,217.400,-0.113,-0.360,0.0330,0.379
03/10/2025 03:59:06 pm,217.500,-0.0870,-0.302,-0.0645,0.320,,,,,,,03/10/2025 04:42:49 pm,217.500,-0.114,-0.357,0.0270,0.376
03/10/2025 03:59:06 pm,217.600,-0.0840,-0.302,-0.0600,0.319,,,,,,,03/10/2025 04:42:49 pm,217.600,-0.111,-0.357,0.0270,0.375
03/10/2025 03:59:06 pm,217.700,-0.0885,-0.296,-0.0600,0.314,,,,,,,03/10/2025 04:42:49 pm,217.700,-0.111,-0.357,0.0255,0.375
03/10/2025 03:59:06 pm,217.800,-0.0870,-0.299,-0.0615,0.317,,,,,,,03/10/2025 04:42:49 pm,217.800,-0.111,-0.362,0.0330,0.380
03/10/2025 03:59:06 pm,217.900,-0.0870,-0.299,-0.0630,0.317,,,,,,,03/10/2025 04:42:49 pm,217.900,-0.111,-0.356,0.0315,0.374
03/10/2025 03:59:07 pm,218.000,-0.0900,-0.302,-0.0615,0.321,,,,,,,03/10/2025 04:42:50 pm,218.000,-0.111,-0.357,0.0270,0.375
03/10/2025 03:59:07 pm,218.100,-0.0915,-0.305,-0.0600,0.324,,,,,,,03/10/2025 04:42:50 pm,218.100,-0.111,-0.360,0.0285,0.378
03/10/2025 03:59:07 pm,218.200,-0.0885,-0.299,-0.0615,0.317,,,,,,,03/10/2025 04:42:50 pm,218.200,-0.114,-0.354,0.0330,0.373
03/10/2025 03:59:07 pm,218.300,-0.0840,-0.299,-0.0615,0.316,,,,,,,03/10/2025 04:42:50 pm,218.300,-0.113,-0.353,0.0285,0.371
03/10/2025 03:59:07 pm,218.400,-0.0855,-0.306,-0.0615,0.324,,,,,,,03/10/2025 04:42:50 pm,218.400,-0.113,-0.359,0.0285,0.377
03/10/2025 03:59:07 pm,218.500,-0.0855,-0.299,-0.0615,0.317,,,,,,,03/10/2025 04:42:50 pm,218.500,-0.113,-0.357,0.0315,0.376
03/10/2025 03:59:07 pm,218.600,-0.0900,-0.302,-0.0630,0.321,,,,,,,03/10/2025 04:42:50 pm,218.600,-0.113,-0.357,0.0285,0.375
03/10/2025 03:59:07 pm,218.700,-0.0930,-0.300,-0.0585,0.319,,,,,,,03/10/2025 04:42:50 pm,218.700,-0.117,-0.359,0.0300,0.378
03/10/2025 03:59:07 pm,218.800,-0.0870,-0.294,-0.0615,0.313,,,,,,,03/10/2025 04:42:50 pm,218.800,-0.111,-0.360,0.0345,0.378
03/10/2025 03:59:07 pm,218.900,-0.0900,-0.300,-0.0585,0.319,,,,,,,03/10/2025 04:42:50 pm,218.900,-0.116,-0.360,0.0315,0.379
03/10/2025 03:59:08 pm,219.000,-0.0840,-0.296,-0.0630,0.314,,,,,,,03/10/2025 04:42:51 pm,219.000,-0.111,-0.359,0.0300,0.376
03/10/2025 03:59:08 pm,219.100,-0.0855,-0.299,-0.0555,0.315,,,,,,,03/10/2025 04:42:51 pm,219.100,-0.111,-0.362,0.0255,0.379
03/10/2025 03:59:08 pm,219.200,-0.0900,-0.303,-0.0615,0.322,,,,,,,03/10/2025 04:42:51 pm,219.200,-0.113,-0.354,0.0270,0.372
03/10/2025 03:59:08 pm,219.300,-0.0870,-0.294,-0.0585,0.312,,,,,,,03/10/2025 04:42:51 pm,219.300,-0.107,-0.359,0.0270,0.375
03/10/2025 03:59:08 pm,219.400,-0.0870,-0.297,-0.0585,0.315,,,,,,,03/10/2025 04:42:51 pm,219.400,-0.116,-0.362,0.0285,0.381
03/10/2025 03:59:08 pm,219.500,-0.0870,-0.305,-0.0585,0.322,,,,,,,03/10/2025 04:42:51 pm,219.500,-0.110,-0.356,0.0300,0.373
03/10/2025 03:59:08 pm,219.600,-0.0885,-0.300,-0.0570,0.318,,,,,,,03/10/2025 04:42:51 pm,219.600,-0.116,-0.357,0.0300,0.376
03/10/2025 03:59:08 pm,219.700,-0.0930,-0.297,-0.0585,0.317,,,,,,,03/10/2025 04:42:51 pm,219.700,-0.116,-0.362,0.0315,0.381
03/10/2025 03:59:08 pm,219.800,-0.0840,-0.302,-0.0570,0.318,,,,,,,03/10/2025 04:42:51 pm,219.800,-0.113,-0.354,0.0285,0.373
03/10/2025 03:59:08 pm,219.900,-0.0885,-0.300,-0.0585,0.318,,,,,,,03/10/2025 04:42:51 pm,219.900,-0.110,-0.359,0.0315,0.376
03/10/2025 03:59:09 pm,220.000,-0.0885,-0.303,-0.0570,0.321,,,,,,,03/10/2025 04:42:52 pm,220.000,-0.117,-0.357,0.0285,0.377
03/10/2025 03:59:09 pm,220.100,-0.0870,-0.297,-0.0570,0.315,,,,,,,03/10/2025 04:42:52 pm,220.100,-0.114,-0.357,0.0270,0.376
03/10/2025 03:59:09 pm,220.200,-0.0885,-0.297,-0.0600,0.316,,,,,,,03/10/2025 04:42:52 pm,220.200,-0.111,-0.360,0.0300,0.378
03/10/2025 03:59:09 pm,220.300,-0.0885,-0.297,-0.0600,0.316,,,,,,,03/10/2025 04:42:52 pm,220.300,-0.113,-0.357,0.0285,0.375
03/10/2025 03:59:09 pm,220.400,-0.0900,-0.303,-0.0585,0.321,,,,,,,03/10/2025 04:42:52 pm,220.400,-0.114,-0.356,0.0270,0.374
03/10/2025 03:59:09 pm,220.500,-0.0840,-0.303,-0.0600,0.320,,,,,,,03/10/2025 04:42:52 pm,220.500,-0.111,-0.360,0.0270,0.378
03/10/2025 03:59:09 pm,220.600,-0.0885,-0.303,-0.0615,0.322,,,,,,,03/10/2025 04:42:52 pm,220.600,-0.113,-0.359,0.0285,0.377
03/10/2025 03:59:09 pm,220.700,-0.0855,-0.300,-0.0645,0.319,,,,,,,03/10/2025 04:42:52 pm,220.700,-0.111,-0.359,0.0255,0.376
03/10/2025 03:59:09 pm,220.800,-0.0870,-0.302,-0.0615,0.320,,,,,,,03/10/2025 04:42:52 pm,220.800,-0.113,-0.356,0.0255,0.374
03/10/2025 03:59:09 pm,220.900,-0.0855,-0.302,-0.0615,0.319,,,,,,,03/10/2025 04:42:52 pm,220.900,-0.113,-0.360,0.0330,0.379
03/10/2025 03:59:10 pm,221.000,-0.0885,-0.303,-0.0615,0.322,,,,,,,03/10/2025 04:42:53 pm,221.000,-0.110,-0.353,0.0255,0.370
03/10/2025 03:59:10 pm,221.100,-0.0840,-0.302,-0.0645,0.320,,,,,,,03/10/2025 04:42:53 pm,221.100,-0.114,-0.359,0.0300,0.377
03/10/2025 03:59:10 pm,221.200,-0.0855,-0.302,-0.0630,0.320,,,,,,,03/10/2025 04:42:53 pm,221.200,-0.108,-0.356,0.0300,0.373
03/10/2025 03:59:10 pm,221.300,-0.0855,-0.305,-0.0630,0.322,,,,,,,03/10/2025 04:42:53 pm,221.300,-0.114,-0.357,0.0300,0.376
03/10/2025 03:59:10 pm,221.400,-0.0855,-0.300,-0.0675,0.319,,,,,,,03/10/2025 04:42:53 pm,221.400,-0.111,-0.357,0.0330,0.375
03/10/2025 03:59:10 pm,221.500,-0.0885,-0.302,-0.0630,0.320,,,,,,,03/10/2025 04:42:53 pm,221.500,-0.114,-0.360,0.0285,0.379
03/10/2025 03:59:10 pm,221.600,-0.0870,-0.308,-0.0645,0.326,,,,,,,03/10/2025 04:42:53 pm,221.600,-0.116,-0.362,0.0300,0.381
03/10/2025 03:59:10 pm,221.700,-0.0900,-0.297,-0.0645,0.317,,,,,,,03/10/2025 04:42:53 pm,221.700,-0.116,-0.354,0.0285,0.373
03/10/2025 03:59:10 pm,221.800,-0.0840,-0.305,-0.0585,0.321,,,,,,,03/10/2025 04:42:53 pm,221.800,-0.113,-0.362,0.0285,0.380
03/10/2025 03:59:10 pm,221.900,-0.0885,-0.303,-0.0660,0.322,,,,,,,03/10/2025 04:42:53 pm,221.900,-0.113,-0.359,0.0285,0.377
03/10/2025 03:59:11 pm,222.000,-0.0900,-0.305,-0.0585,0.323,,,,,,,03/10/2025 04:42:54 pm,222.000,-0.116,-0.359,0.0270,0.378
03/10/2025 03:59:11 pm,222.100,-0.0885,-0.303,-0.0660,0.322,,,,,,,03/10/2025 04:42:54 pm,222.100,-0.113,-0.357,0.0255,0.375
03/10/2025 03:59:11 pm,222.200,-0.0885,-0.302,-0.0660,0.321,,,,,,,03/10/2025 04:42:54 pm,222.200,-0.111,-0.360,0.0300,0.378
03/10/2025 03:59:11 pm,222.300,-0.0870,-0.303,-0.0585,0.321,,,,,,,03/10/2025 04:42:54 pm,222.300,-0.113,-0.359,0.0300,0.377
03/10/2025 03:59:11 pm,222.400,-0.0870,-0.302,-0.0615,0.320,,,,,,,03/10/2025 04:42:54 pm,222.400,-0.119,-0.360,0.0255,0.380
03/10/2025 03:59:11 pm,222.500,-0.0915,-0.302,-0.0630,0.321,,,,,,,03/10/2025 04:42:54 pm,222.500,-0.114,-0.356,0.0300,0.375
03/10/2025 03:59:11 pm,222.600,-0.0840,-0.303,-0.0615,0.320,,,,,,,03/10/2025 04:42:54 pm,222.600,-0.113,-0.362,0.0285,0.380
03/10/2025 03:59:11 pm,222.700,-0.0870,-0.305,-0.0570,0.322,,,,,,,03/10/2025 04:42:54 pm,222.700,-0.113,-0.351,0.0300,0.370
03/10/2025 03:59:11 pm,222.800,-0.0840,-0.302,-0.0615,0.319,,,,,,,03/10/2025 04:42:54 pm,222.800,-0.117,-0.356,0.0255,0.375
03/10/2025 03:59:11 pm,222.900,-0.0915,-0.303,-0.0600,0.322,,,,,,,03/10/2025 04:42:54 pm,222.900,-0.111,-0.365,0.0300,0.382
03/10/2025 03:59:12 pm,223.000,-0.0840,-0.302,-0.0600,0.319,,,,,,,03/10/2025 04:42:55 pm,223.000,-0.114,-0.356,0.0270,0.374
03/10/2025 03:59:12 pm,223.100,-0.0870,-0.302,-0.0600,0.319,,,,,,,03/10/2025 04:42:55 pm,223.100,-0.114,-0.357,0.0255,0.376
03/10/2025 03:59:12 pm,223.200,-0.0885,-0.300,-0.0615,0.319,,,,,,,03/10/2025 04:42:55 pm,223.200,-0.117,-0.362,0.0285,0.381
03/10/2025 03:59:12 pm,223.300,-0.0870,-0.299,-0.0615,0.317,,,,,,,03/10/2025 04:42:55 pm,223.300,-0.113,-0.360,0.0255,0.378
03/10/2025 03:59:12 pm,223.400,-0.0870,-0.299,-0.0600,0.317,,,,,,,03/10/2025 04:42:55 pm,223.400,-0.114,-0.359,0.0285,0.377
03/10/2025 03:59:12 pm,223.500,-0.0900,-0.303,-0.0540,0.321,,,,,,,03/10/2025 04:42:55 pm,223.500,-0.117,-0.356,0.0285,0.375
03/10/2025 03:59:12 pm,223.600,-0.0885,-0.300,-0.0600,0.318,,,,,,,03/10/2025 04:42:55 pm,223.600,-0.114,-0.359,0.0285,0.377
03/10/2025 03:59:12 pm,223.700,-0.0855,-0.300,-0.0615,0.318,,,,,,,03/10/2025 04:42:55 pm,223.700,-0.111,-0.356,0.0285,0.374
03/10/2025 03:59:12 pm,223.800,-0.0885,-0.302,-0.0570,0.319,,,,,,,03/10/2025 04:42:55 pm,223.800,-0.108,-0.357,0.0270,0.374
03/10/2025 03:59:12 pm,223.900,-0.0855,-0.311,-0.0615,0.328,,,,,,,03/10/2025 04:42:55 pm,223.900,-0.113,-0.359,0.0345,0.377
03/10/2025 03:59:13 pm,224.000,-0.0855,-0.299,-0.0600,0.316,,,,,,,03/10/2025 04:42:56 pm,224.000,-0.116,-0.359,0.0315,0.378
03/10/2025 03:59:13 pm,224.100,-0.0855,-0.302,-0.0600,0.319,,,,,,,03/10/2025 04:42:56 pm,224.100,-0.111,-0.359,0.0300,0.376
03/10/2025 03:59:13 pm,224.200,-0.0885,-0.305,-0.0615,0.323,,,,,,,03/10/2025 04:42:56 pm,224.200,-0.114,-0.357,0.0285,0.376
03/10/2025 03:59:13 pm,224.300,-0.0855,-0.302,-0.0615,0.319,,,,,,,03/10/2025 04:42:56 pm,224.300,-0.117,-0.362,0.0345,0.382
03/10/2025 03:59:13 pm,224.400,-0.0840,-0.308,-0.0585,0.324,,,,,,,03/10/2025 04:42:56 pm,224.400,-0.114,-0.356,0.0300,0.375
03/10/2025 03:59:13 pm,224.500,-0.0840,-0.299,-0.0600,0.316,,,,,,,03/10/2025 04:42:56 pm,224.500,-0.114,-0.365,0.0315,0.383
03/10/2025 03:59:13 pm,224.600,-0.0870,-0.302,-0.0570,0.319,,,,,,,03/10/2025 04:42:56 pm,224.600,-0.111,-0.357,0.0270,0.375
03/10/2025 03:59:13 pm,224.700,-0.0870,-0.302,-0.0570,0.319,,,,,,,03/10/2025 04:42:56 pm,224.700,-0.114,-0.360,0.0330,0.379
03/10/2025 03:59:13 pm,224.800,-0.0915,-0.303,-0.0585,0.322,,,,,,,03/10/2025 04:42:56 pm,224.800,-0.111,-0.360,0.0330,0.378
03/10/2025 03:59:13 pm,224.900,-0.0885,-0.308,-0.0585,0.325,,,,,,,03/10/2025 04:42:56 pm,224.900,-0.117,-0.359,0.0300,0.378
03/10/2025 03:59:14 pm,225.000,-0.0870,-0.302,-0.0570,0.319,,,,,,,03/10/2025 04:42:57 pm,225.000,-0.111,-0.356,0.0285,0.374
03/10/2025 03:59:14 pm,225.100,-0.0885,-0.305,-0.0570,0.322,,,,,,,03/10/2025 04:42:57 pm,225.100,-0.117,-0.362,0.0330,0.381
03/10/2025 03:59:14 pm,225.200,-0.0930,-0.300,-0.0540,0.319,,,,,,,03/10/2025 04:42:57 pm,225.200,-0.111,-0.356,0.0270,0.373
03/10/2025 03:59:14 pm,225.300,-0.0885,-0.306,-0.0585,0.324,,,,,,,03/10/2025 04:42:57 pm,225.300,-0.111,-0.356,0.0285,0.374
03/10/2025 03:59:14 pm,225.400,-0.0930,-0.303,-0.0540,0.322,,,,,,,03/10/2025 04:42:57 pm,225.400,-0.114,-0.360,0.0345,0.379
03/10/2025 03:59:14 pm,225.500,-0.0900,-0.303,-0.0570,0.321,,,,,,,03/10/2025 04:42:57 pm,225.500,-0.116,-0.353,0.0285,0.372
03/10/2025 03:59:14 pm,225.600,-0.0855,-0.306,-0.0555,0.323,,,,,,,03/10/2025 04:42:57 pm,225.600,-0.116,-0.356,0.0330,0.375
03/10/2025 03:59:14 pm,225.700,-0.0855,-0.303,-0.0570,0.320,,,,,,,03/10/2025 04:42:57 pm,225.700,-0.116,-0.359,0.0285,0.378
03/10/2025 03:59:14 pm,225.800,-0.0885,-0.303,-0.0555,0.321,,,,,,,03/10/2025 04:42:57 pm,225.800,-0.114,-0.359,0.0285,0.377
03/10/2025 03:59:14 pm,225.900,-0.0885,-0.303,-0.0585,0.321,,,,,,,03/10/2025 04:42:57 pm,225.900,-0.116,-0.357,0.0255,0.376
03/10/2025 03:59:15 pm,226.000,-0.0900,-0.306,-0.0570,0.324,,,,,,,03/10/2025 04:42:58 pm,226.000,-0.116,-0.356,0.0300,0.375
03/10/2025 03:59:15 pm,226.100,-0.0840,-0.306,-0.0615,0.323,,,,,,,03/10/2025 04:42:58 pm,226.100,-0.110,-0.359,0.0285,0.376
03/10/2025 03:59:15 pm,226.200,-0.0870,-0.302,-0.0585,0.319,,,,,,,03/10/2025 04:42:58 pm,226.200,-0.113,-0.353,0.0270,0.371
03/10/2025 03:59:15 pm,226.300,-0.0885,-0.303,-0.0600,0.321,,,,,,,03/10/2025 04:42:58 pm,226.300,-0.117,-0.362,0.0255,0.381
03/10/2025 03:59:15 pm,226.400,-0.0810,-0.305,-0.0555,0.320,,,,,,,03/10/2025 04:42:58 pm,226.400,-0.110,-0.359,0.0345,0.376
03/10/2025 03:59:15 pm,226.500,-0.0870,-0.306,-0.0615,0.324,,,,,,,03/10/2025 04:42:58 pm,226.500,-0.114,-0.365,0.0330,0.383
03/10/2025 03:59:15 pm,226.600,-0.0840,-0.305,-0.0555,0.321,,,,,,,03/10/2025 04:42:58 pm,226.600,-0.116,-0.362,0.0270,0.380
03/10/2025 03:59:15 pm,226.700,-0.0915,-0.305,-0.0540,0.323,,,,,,,03/10/2025 04:42:58 pm,226.700,-0.117,-0.360,0.0315,0.380
03/10/2025 03:59:15 pm,226.800,-0.0855,-0.303,-0.0555,0.320,,,,,,,03/10/2025 04:42:58 pm,226.800,-0.116,-0.359,0.0255,0.378
03/10/2025 03:59:15 pm,226.900,-0.0855,-0.299,-0.0570,0.316,,,,,,,03/10/2025 04:42:58 pm,226.900,-0.114,-0.359,0.0255,0.377
03/10/2025 03:59:16 pm,227.000,-0.0900,-0.306,-0.0585,0.324,,,,,,,03/10/2025 04:42:59 pm,227.000,-0.116,-0.360,0.0330,0.380
03/10/2025 03:59:16 pm,227.100,-0.0870,-0.303,-0.0615,0.321,,,,,,,03/10/2025 04:42:59 pm,227.100,-0.113,-0.362,0.0315,0.380
03/10/2025 03:59:16 pm,227.200,-0.0885,-0.305,-0.0615,0.323,,,,,,,03/10/2025 04:42:59 pm,227.200,-0.117,-0.362,0.0285,0.381
03/10/2025 03:59:16 pm,227.300,-0.0885,-0.305,-0.0570,0.322,,,,,,,03/10/2025 04:42:59 pm,227.300,-0.111,-0.359,0.0270,0.376
03/10/2025 03:59:16 pm,227.400,-0.0870,-0.306,-0.0585,0.323,,,,,,,03/10/2025 04:42:59 pm,227.400,-0.116,-0.360,0.0300,0.379
03/10/2025 03:59:16 pm,227.500,-0.0840,-0.303,-0.0540,0.319,,,,,,,03/10/2025 04:42:59 pm,227.500,-0.111,-0.354,0.0315,0.372
03/10/2025 03:59:16 pm,227.600,-0.0885,-0.302,-0.0585,0.320,,,,,,,03/10/2025 04:42:59 pm,227.600,-0.107,-0.360,0.0285,0.377
03/10/2025 03:59:16 pm,227.700,-0.0885,-0.300,-0.0570,0.318,,,,,,,03/10/2025 04:42:59 pm,227.700,-0.113,-0.362,0.0345,0.380
03/10/2025 03:59:16 pm,227.800,-0.0840,-0.302,-0.0585,0.318,,,,,,,03/10/2025 04:42:59 pm,227.800,-0.116,-0.360,0.0285,0.379
03/10/2025 03:59:16 pm,227.900,-0.0855,-0.306,-0.0585,0.323,,,,,,,03/10/2025 04:42:59 pm,227.900,-0.114,-0.363,0.0285,0.382
03/10/2025 03:59:17 pm,228.000,-0.0855,-0.303,-0.0555,0.320,,,,,,,03/10/2025 04:43:00 pm,228.000,-0.116,-0.362,0.0315,0.381
03/10/2025 03:59:17 pm,228.100,-0.0840,-0.305,-0.0600,0.322,,,,,,,03/10/2025 04:43:00 pm,228.100,-0.108,-0.359,0.0255,0.375
03/10/2025 03:59:17 pm,228.200,-0.0855,-0.303,-0.0555,0.320,,,,,,,03/10/2025 04:43:00 pm,228.200,-0.110,-0.359,0.0285,0.376
03/10/2025 03:59:17 pm,228.300,-0.0840,-0.308,-0.0600,0.324,,,,,,,03/10/2025 04:43:00 pm,228.300,-0.114,-0.359,0.0315,0.378
03/10/2025 03:59:17 pm,228.400,-0.0870,-0.306,-0.0555,0.323,,,,,,,03/10/2025 04:43:00 pm,228.400,-0.114,-0.359,0.0300,0.377
03/10/2025 03:59:17 pm,228.500,-0.0900,-0.303,-0.0570,0.321,,,,,,,03/10/2025 04:43:00 pm,228.500,-0.114,-0.362,0.0315,0.380
03/10/2025 03:59:17 pm,228.600,-0.0900,-0.309,-0.0585,0.327,,,,,,,03/10/2025 04:43:00 pm,228.600,-0.113,-0.360,0.0315,0.378
03/10/2025 03:59:17 pm,228.700,-0.0840,-0.312,-0.0600,0.329,,,,,,,03/10/2025 04:43:00 pm,228.700,-0.111,-0.362,0.0270,0.379
03/10/2025 03:59:17 pm,228.800,-0.0855,-0.302,-0.0570,0.319,,,,,,,03/10/2025 04:43:00 pm,228.800,-0.110,-0.356,0.0330,0.373
03/10/2025 03:59:17 pm,228.900,-0.0870,-0.312,-0.0570,0.329,,,,,,,03/10/2025 04:43:00 pm,228.900,-0.108,-0.360,0.0285,0.377
03/10/2025 03:59:18 pm,229.000,-0.0870,-0.306,-0.0600,0.324,,,,,,,03/10/2025 04:43:01 pm,229.000,-0.113,-0.359,0.0285,0.377
03/10/2025 03:59:18 pm,229.100,-0.0870,-0.309,-0.0525,0.325,,,,,,,03/10/2025 04:43:01 pm,229.100,-0.108,-0.362,0.0270,0.378
03/10/2025 03:59:18 pm,229.200,-0.0855,-0.306,-0.0555,0.323,,,,,,,03/10/2025 04:43:01 pm,229.200,-0.117,-0.363,0.0315,0.383
03/10/2025 03:59:18 pm,229.300,-0.0885,-0.309,-0.0600,0.327,,,,,,,03/10/2025 04:43:01 pm,229.300,-0.116,-0.359,0.0315,0.378
03/10/2025 03:59:18 pm,229.400,-0.0840,-0.308,-0.0570,0.324,,,,,,,03/10/2025 04:43:01 pm,229.400,-0.108,-0.365,0.0285,0.381
03/10/2025 03:59:18 pm,229.500,-0.0870,-0.308,-0.0570,0.325,,,,,,,03/10/2025 04:43:01 pm,229.500,-0.114,-0.356,0.0270,0.374
03/10/2025 03:59:18 pm,229.600,-0.0840,-0.306,-0.0585,0.323,,,,,,,03/10/2025 04:43:01 pm,229.600,-0.114,-0.365,0.0300,0.383
03/10/2025 03:59:18 pm,229.700,-0.0870,-0.303,-0.0630,0.321,,,,,,,03/10/2025 04:43:01 pm,229.700,-0.114,-0.359,0.0315,0.378
03/10/2025 03:59:18 pm,229.800,-0.0870,-0.303,-0.0585,0.321,,,,,,,03/10/2025 04:43:01 pm,229.800,-0.114,-0.363,0.0300,0.382
03/10/2025 03:59:18 pm,229.900,-0.0840,-0.305,-0.0630,0.322,,,,,,,03/10/2025 04:43:01 pm,229.900,-0.116,-0.359,0.0300,0.378
03/10/2025 03:59:19 pm,230.000,-0.0855,-0.308,-0.0570,0.324,,,,,,,03/10/2025 04:43:02 pm,230.000,-0.113,-0.362,0.0285,0.380
03/10/2025 03:59:19 pm,230.100,-0.0870,-0.306,-0.0615,0.324,,,,,,,03/10/2025 04:43:02 pm,230.100,-0.116,-0.363,0.0345,0.382
03/10/2025 03:59:19 pm,230.200,-0.0870,-0.306,-0.0645,0.325,,,,,,,03/10/2025 04:43:02 pm,230.200,-0.116,-0.362,0.0270,0.380
03/10/2025 03:59:19 pm,230.300,-0.0840,-0.305,-0.0615,0.322,,,,,,,03/10/2025 04:43:02 pm,230.300,-0.114,-0.366,0.0285,0.384
03/10/2025 03:59:19 pm,230.400,-0.0855,-0.308,-0.0630,0.325,,,,,,,03/10/2025 04:43:02 pm,230.400,-0.113,-0.360,0.0330,0.379
03/10/2025 03:59:19 pm,230.500,-0.0840,-0.305,-0.0615,0.322,,,,,,,03/10/2025 04:43:02 pm,230.500,-0.111,-0.363,0.0345,0.381
03/10/2025 03:59:19 pm,230.600,-0.0885,-0.311,-0.0585,0.328,,,,,,,03/10/2025 04:43:02 pm,230.600,-0.111,-0.366,0.0300,0.384
03/10/2025 03:59:19 pm,230.700,-0.0840,-0.305,-0.0645,0.322,,,,,,,03/10/2025 04:43:02 pm,230.700,-0.116,-0.365,0.0300,0.384
03/10/2025 03:59:19 pm,230.800,-0.0870,-0.306,-0.0600,0.324,,,,,,,03/10/2025 04:43:02 pm,230.800,-0.110,-0.368,0.0315,0.385
03/10/2025 03:59:19 pm,230.900,-0.0885,-0.305,-0.0615,0.323,,,,,,,03/10/2025 04:43:02 pm,230.900,-0.110,-0.365,0.0270,0.382
03/10/2025 03:59:20 pm,231.000,-0.0855,-0.303,-0.0660,0.322,,,,,,,03/10/2025 04:43:03 pm,231.000,-0.113,-0.363,0.0270,0.381
03/10/2025 03:59:20 pm,231.100,-0.0870,-0.303,-0.0630,0.321,,,,,,,03/10/2025 04:43:03 pm,231.100,-0.113,-0.362,0.0315,0.380
03/10/2025 03:59:20 pm,231.200,-0.0825,-0.311,-0.0630,0.327,,,,,,,03/10/2025 04:43:03 pm,231.200,-0.117,-0.366,0.0300,0.385
03/10/2025 03:59:20 pm,231.300,-0.0855,-0.308,-0.0600,0.325,,,,,,,03/10/2025 04:43:03 pm,231.300,-0.116,-0.363,0.0315,0.382
03/10/2025 03:59:20 pm,231.400,-0.0870,-0.311,-0.0660,0.329,,,,,,,03/10/2025 04:43:03 pm,231.400,-0.113,-0.360,0.0285,0.378
03/10/2025 03:59:20 pm,231.500,-0.0870,-0.308,-0.0630,0.326,,,,,,,03/10/2025 04:43:03 pm,231.500,-0.113,-0.362,0.0315,0.380
03/10/2025 03:59:20 pm,231.600,-0.0870,-0.308,-0.0585,0.325,,,,,,,03/10/2025 04:43:03 pm,231.600,-0.113,-0.363,0.0315,0.381
03/10/2025 03:59:20 pm,231.700,-0.0870,-0.305,-0.0630,0.323,,,,,,,03/10/2025 04:43:03 pm,231.700,-0.119,-0.359,0.0270,0.379
03/10/2025 03:59:20 pm,231.800,-0.0840,-0.308,-0.0615,0.325,,,,,,,03/10/2025 04:43:03 pm,231.800,-0.113,-0.368,0.0285,0.385
03/10/2025 03:59:20 pm,231.900,-0.0870,-0.305,-0.0645,0.323,,,,,,,03/10/2025 04:43:03 pm,231.900,-0.117,-0.365,0.0285,0.384
03/10/2025 03:59:21 pm,232.000,-0.0855,-0.309,-0.0660,0.327,,,,,,,03/10/2025 04:43:04 pm,232.000,-0.116,-0.363,0.0300,0.382
03/10/2025 03:59:21 pm,232.100,-0.0840,-0.308,-0.0645,0.325,,,,,,,03/10/2025 04:43:04 pm,232.100,-0.113,-0.360,0.0300,0.378
03/10/2025 03:59:21 pm,232.200,-0.0855,-0.306,-0.0615,0.324,,,,,,,03/10/2025 04:43:04 pm,232.200,-0.116,-0.365,0.0330,0.384
03/10/2025 03:59:21 pm,232.300,-0.0900,-0.311,-0.0615,0.329,,,,,,,03/10/2025 04:43:04 pm,232.300,-0.114,-0.368,0.0315,0.386
03/10/2025 03:59:21 pm,232.400,-0.0885,-0.303,-0.0675,0.323,,,,,,,03/10/2025 04:43:04 pm,232.400,-0.113,-0.363,0.0300,0.381
03/10/2025 03:59:21 pm,232.500,-0.0870,-0.303,-0.0630,0.321,,,,,,,03/10/2025 04:43:04 pm,232.500,-0.114,-0.360,0.0300,0.379
03/10/2025 03:59:21 pm,232.600,-0.0855,-0.306,-0.0660,0.325,,,,,,,03/10/2025 04:43:04 pm,232.600,-0.111,-0.362,0.0315,0.379
03/10/2025 03:59:21 pm,232.700,-0.0825,-0.312,-0.0675,0.330,,,,,,,03/10/2025 04:43:04 pm,232.700,-0.113,-0.366,0.0285,0.384
03/10/2025 03:59:21 pm,232.800,-0.0885,-0.305,-0.0585,0.322,,,,,,,03/10/2025 04:43:04 pm,232.800,-0.108,-0.360,0.0330,0.377
03/10/2025 03:59:21 pm,232.900,-0.0885,-0.305,-0.0630,0.323,,,,,,,03/10/2025 04:43:04 pm,232.900,-0.114,-0.362,0.0315,0.380
03/10/2025 03:59:22 pm,233.000,-0.0840,-0.308,-0.0600,0.324,,,,,,,03/10/2025 04:43:05 pm,233.000,-0.116,-0.363,0.0345,0.382
03/10/2025 03:59:22 pm,233.100,-0.0900,-0.305,-0.0660,0.324,,,,,,,03/10/2025 04:43:05 pm,233.100,-0.114,-0.362,0.0315,0.380
