"Date and Time Run 1","Time (s) Run 1","X Magnetic Field Strength (G) Run 1","Y Magnetic Field Strength (G) Run 1","Z Magnetic Field Strength (G) Run 1","|Resultant| Magnetic Field Strength (G) Run 1","Date and Time Run 2","Time (s) Run 2","X Magnetic Field Strength (G) Run 2","Y Magnetic Field Strength (G) Run 2","Z Magnetic Field Strength (G) Run 2","|Resultant| Magnetic Field Strength (G) Run 2","Date and Time Run 3","Time (s) Run 3","X Magnetic Field Strength (G) Run 3","Y Magnetic Field Strength (G) Run 3","Z Magnetic Field Strength (G) Run 3","|Resultant| Magnetic Field Strength (G) Run 3","Date and Time Run 4","Time (s) Run 4","X Magnetic Field Strength (G) Run 4","Y Magnetic Field Strength (G) Run 4","Z Magnetic Field Strength (G) Run 4","|Resultant| Magnetic Field Strength (G) Run 4","Date and Time Run 5","Time (s) Run 5","X Magnetic Field Strength (G) Run 5","Y Magnetic Field Strength (G) Run 5","Z Magnetic Field Strength (G) Run 5","|Resultant| Magnetic Field Strength (G) Run 5","Date and Time Run 6","Time (s) Run 6","X Magnetic Field Strength (G) Run 6","Y Magnetic Field Strength (G) Run 6","Z Magnetic Field Strength (G) Run 6","|Resultant| Magnetic Field Strength (G) Run 6","Date and Time Run 7","Time (s) Run 7","X Magnetic Field Strength (G) Run 7","Y Magnetic Field Strength (G) Run 7","Z Magnetic Field Strength (G) Run 7","|Resultant| Magnetic Field Strength (G) Run 7","Date and Time Run 8","Time (s) Run 8","X Magnetic Field Strength (G) Run 8","Y Magnetic Field Strength (G) Run 8","Z Magnetic Field Strength (G) Run 8","|Resultant| Magnetic Field Strength (G) Run 8","Date and Time Run 9","Time (s) Run 9","X Magnetic Field Strength (G) Run 9","Y Magnetic Field Strength (G) Run 9","Z Magnetic Field Strength (G) Run 9","|Resultant| Magnetic Field Strength (G) Run 9","Date and Time Run 10","Time (s) Run 10","X Magnetic Field Strength (G) Run 10","Y Magnetic Field Strength (G) Run 10","Z Magnetic Field Strength (G) Run 10","|Resultant| Magnetic Field Strength (G) Run 10","Date and Time Run 11","Time (s) Run 11","X Magnetic Field Strength (G) Run 11","Y Magnetic Field Strength (G) Run 11","Z Magnetic Field Strength (G) Run 11","|Resultant| Magnetic Field Strength (G) Run 11","Date and Time Run 12","Time (s) Run 12","X Magnetic Field Strength (G) Run 12","Y Magnetic Field Strength (G) Run 12","Z Magnetic Field Strength (G) Run 12","|Resultant| Magnetic Field Strength (G) Run 12","Date and Time Run 13","Time (s) Run 13","X Magnetic Field Strength (G) Run 13","Y Magnetic Field Strength (G) Run 13","Z Magnetic Field Strength (G) Run 13","|Resultant| Magnetic Field Strength (G) Run 13","Date and Time Run 14","Time (s) Run 14","X Magnetic Field Strength (G) Run 14","Y Magnetic Field Strength (G) Run 14","Z Magnetic Field Strength (G) Run 14","|Resultant| Magnetic Field Strength (G) Run 14","Date and Time Run 15","Time (s) Run 15","X Magnetic Field Strength (G) Run 15","Y Magnetic Field Strength (G) Run 15","Z Magnetic Field Strength (G) Run 15","|Resultant| Magnetic Field Strength (G) Run 15"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:10 pm,154.200,-1.28,0.711,-0.593,1.58,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:10 pm,154.300,-1.12,0.767,-0.600,1.49,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:10 pm,154.400,-1.08,0.801,-0.584,1.46,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:10 pm,154.500,-1.16,0.833,-0.545,1.53,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:10 pm,154.600,-1.51,0.834,-0.389,1.77,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:10 pm,154.700,-1.95,0.485,0.147,2.02,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:10 pm,154.800,-1.65,0.0525,0.588,1.75,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:10 pm,154.900,-1.34,0.0420,0.672,1.50,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:11 pm,155.000,-1.20,0.341,0.656,1.41,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:11 pm,155.100,-1.02,0.519,0.642,1.31,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:11 pm,155.200,-0.897,0.524,0.762,1.29,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:11 pm,155.300,-0.894,0.593,0.932,1.42,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:11 pm,155.400,-0.884,0.524,1.18,1.56,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:11 pm,155.500,-0.840,0.479,1.25,1.58,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:11 pm,155.600,-0.849,0.459,1.26,1.59,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:11 pm,155.700,-0.857,0.449,1.27,1.60,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:11 pm,155.800,-0.857,0.446,1.28,1.60,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:11 pm,155.900,-0.846,0.434,1.26,1.58,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:12 pm,156.000,-0.837,0.429,1.25,1.57,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:12 pm,156.100,-0.831,0.434,1.25,1.57,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:12 pm,156.200,-0.825,0.443,1.26,1.57,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:12 pm,156.300,-0.821,0.437,1.26,1.56,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:12 pm,156.400,-0.816,0.414,1.24,1.54,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:12 pm,156.500,-0.819,0.420,1.25,1.55,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:12 pm,156.600,-0.828,0.428,1.25,1.56,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:12 pm,156.700,-0.825,0.378,1.22,1.52,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:12 pm,156.800,-0.755,0.240,1.09,1.35,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:12 pm,156.900,-0.672,0.0165,0.939,1.15,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:13 pm,157.000,-0.636,-0.146,0.788,1.02,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:13 pm,157.100,-0.633,-0.224,0.669,0.948,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:13 pm,157.200,-0.636,-0.252,0.536,0.869,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:13 pm,157.300,-0.611,-0.234,0.396,0.764,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:13 pm,157.400,-0.542,-0.182,0.282,0.637,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:13 pm,157.500,-0.494,-0.134,0.206,0.551,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:13 pm,157.600,-0.462,-0.110,0.161,0.501,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:13 pm,157.700,-0.443,-0.119,0.141,0.479,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:13 pm,157.800,-0.420,-0.156,0.110,0.461,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:13 pm,157.900,-0.402,-0.191,0.0930,0.454,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:14 pm,158.000,-0.405,-0.230,0.0825,0.473,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:14 pm,158.100,-0.408,-0.249,0.113,0.491,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:14 pm,158.200,-0.419,-0.239,0.135,0.500,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:14 pm,158.300,-0.419,-0.219,0.129,0.490,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:14 pm,158.400,-0.410,-0.207,0.141,0.480,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:14 pm,158.500,-0.411,-0.203,0.152,0.483,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:14 pm,158.600,-0.411,-0.201,0.156,0.483,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:14 pm,158.700,-0.410,-0.207,0.144,0.481,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:14 pm,158.800,-0.402,-0.206,0.128,0.469,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:14 pm,158.900,-0.404,-0.188,0.123,0.462,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:15 pm,159.000,-0.408,-0.174,0.132,0.463,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:15 pm,159.100,-0.410,-0.167,0.146,0.465,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:15 pm,159.200,-0.416,-0.174,0.140,0.472,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:15 pm,159.300,-0.417,-0.177,0.132,0.472,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:15 pm,159.400,-0.429,-0.185,0.141,0.488,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:15 pm,159.500,-0.437,-0.201,0.141,0.501,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:15 pm,159.600,-0.434,-0.200,0.150,0.500,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:15 pm,159.700,-0.434,-0.201,0.140,0.498,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:15 pm,159.800,-0.425,-0.198,0.128,0.485,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:15 pm,159.900,-0.420,-0.195,0.137,0.483,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:16 pm,160.000,-0.419,-0.182,0.135,0.476,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:16 pm,160.100,-0.420,-0.182,0.128,0.475,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:16 pm,160.200,-0.416,-0.180,0.114,0.467,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:16 pm,160.300,-0.410,-0.180,0.108,0.460,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:16 pm,160.400,-0.407,-0.185,0.113,0.460,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:16 pm,160.500,-0.405,-0.186,0.111,0.459,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:16 pm,160.600,-0.405,-0.183,0.101,0.456,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:16 pm,160.700,-0.392,-0.182,0.0900,0.441,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:16 pm,160.800,-0.389,-0.185,0.0885,0.439,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:16 pm,160.900,-0.398,-0.179,0.102,0.448,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:17 pm,161.000,-0.398,-0.182,0.105,0.449,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:17 pm,161.100,-0.393,-0.189,0.0915,0.446,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:17 pm,161.200,-0.396,-0.194,0.0645,0.445,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:17 pm,161.300,-0.405,-0.203,0.0360,0.454,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:17 pm,161.400,-0.414,-0.212,0.0390,0.467,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:17 pm,161.500,-0.426,-0.209,0.0600,0.478,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:17 pm,161.600,-0.468,-0.147,0.132,0.508,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:17 pm,161.700,-0.533,-0.0285,0.240,0.585,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:17 pm,161.800,-0.554,0.0105,0.282,0.621,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:17 pm,161.900,-0.569,-0.0210,0.287,0.637,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:18 pm,162.000,-0.572,-0.0600,0.258,0.630,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:18 pm,162.100,-0.575,-0.0735,0.236,0.625,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:18 pm,162.200,-0.572,-0.0540,0.240,0.622,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:18 pm,162.300,-0.569,-0.00600,0.279,0.633,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:18 pm,162.400,-0.564,0.0855,0.339,0.664,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:18 pm,162.500,-0.555,0.104,0.351,0.665,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:18 pm,162.600,-0.561,0.0915,0.365,0.675,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:18 pm,162.700,-0.608,0.0870,0.407,0.736,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:18 pm,162.800,-0.734,0.0555,0.476,0.876,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:18 pm,162.900,-0.863,0.0135,0.531,1.01,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:19 pm,163.000,-0.912,-0.0195,0.534,1.06,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:19 pm,163.100,-0.953,-0.0165,0.519,1.08,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:19 pm,163.200,-0.957,0.00600,0.501,1.08,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:19 pm,163.300,-0.968,0.00750,0.486,1.08,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:19 pm,163.400,-1.03,0.0300,0.491,1.14,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:19 pm,163.500,-1.11,0.140,0.521,1.23,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:19 pm,163.600,-1.11,0.251,0.567,1.28,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:19 pm,163.700,-1.16,0.255,0.548,1.31,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:19 pm,163.800,-1.21,0.216,0.515,1.33,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:19 pm,163.900,-1.23,0.126,0.473,1.33,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:20 pm,164.000,-1.30,0.0150,0.440,1.38,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:20 pm,164.100,-1.33,-0.171,0.423,1.41,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:20 pm,164.200,-1.36,-0.356,0.447,1.47,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2025 02:00:20 pm,164.300,-1.40,-0.551,0.399,1.55,,,,,,
